test_id,gene_id,gene,locus,sample_1,sample_2,status,value_1,value_2,log2(fold_change),test_stat,p_value,q_value,significant
LOC100287042,LOC100287042,LOC100287042,chr17:75271298-75289449,WT,DSL3,NOTEST,0.277911,0.231076,-0.266254,0,1,1,no
LOC100287072,LOC100287072,LOC100287072,chr17:20712445-20737865,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC100287225,LOC100287225,LOC100287225,chr18:51392041-51562469,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC100287592,LOC100287592,LOC100287592,chr5:50969216-50970187,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC100287632,LOC100287632,LOC100287632,chr6:118782707-118783418,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC100287704,LOC100287704,LOC100287704,chr7:63349069-63351774,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC100287728,LOC100287728,LOC100287728,chrX:135120620-135123601,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC100287792,LOC100287792,LOC100287792,chr20:37676909-37683234,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC100287834,LOC100287834,LOC100287834,chr7:63396339-63399041,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC100287846,LOC100287846,LOC100287846,chr8:47189306-47192816,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC100287944,LOC100287944,LOC100287944,chr12:106357657-106889316,WT,DSL3,NOTEST,0.812432,1.20948,0.574073,0,1,1,no
LOC100288069,LOC100288069,LOC100288069,chr1:764864-778688,WT,DSL3,NOTEST,0.513547,0.296463,-0.792645,0,1,1,no
LOC100288123,LOC100288123,LOC100288123,chr19:1815245-1848453,WT,DSL3,NOTEST,0.318617,0.726961,1.19006,0,1,1,no
LOC100288152,LOC100288152,LOC100288152,chr5:473218-524434,WT,DSL3,NOTEST,0.523646,0.972591,0.893241,0,1,1,no
LOC100288162,LOC100288162,LOC100288162,chr16_KI270853v1_alt:1975581-2009798,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC100288181,LOC100288181,LOC100288181,chr8:142700110-142726973,WT,DSL3,NOTEST,0.813756,1.64386,1.01442,0,1,1,no
LOC100288254,LOC100288254,LOC100288254,chr5:172285596-172298376,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC100288570,"LOC100288570,LOC440895","LOC100288570,LOC440895",chr2:110402918-110473075,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC100288637,LOC100288637,LOC100288637,chr15_KI270905v1_alt:3768956-3974629,WT,DSL3,NOTEST,1.26881,1.28332,0.0164032,0,1,1,no
LOC100288748,LOC100288748,LOC100288748,chr8:94637284-94639467,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC100288778,LOC100288778,LOC100288778,chr12_GL877875v1_alt:4476-22015,WT,DSL3,NOTEST,1.78378,1.10695,-0.68835,0,1,1,no
LOC100288798,LOC100288798,LOC100288798,chr12:46383675-46652579,WT,DSL3,NOTEST,0,1.93823,inf,0,1,1,no
LOC100288842,LOC100288842,LOC100288842,chr9:120793496-120798731,WT,DSL3,NOTEST,2.24918,1.81084,-0.312738,0,1,1,no
LOC100288846,LOC100288846,LOC100288846,chr14:39265271-39351193,WT,DSL3,NOTEST,0.244335,0.417799,0.77395,0,1,1,no
LOC100288866,LOC100288866,LOC100288866,chr17:49495292-49574064,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC100288911,LOC100288911,LOC100288911,chr2_GL383521v1_alt:7745-8567,WT,DSL3,OK,3.82227,2.52867,-0.596052,-0.448793,0.4985,0.591785,no
LOC100288966,LOC100288966,LOC100288966,chrUn_GL000213v1:108006-139339,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC100289230,LOC100289230,LOC100289230,chr5:98929133-98931009,WT,DSL3,NOTEST,1.04074,2.1324,1.03486,0,1,1,no
LOC100289333,LOC100289333,LOC100289333,chr19:12195014-12207576,WT,DSL3,NOTEST,0,0.47099,inf,0,1,1,no
LOC100289361,LOC100289361,LOC100289361,chr3:142964057-143001467,WT,DSL3,NOTEST,2.76049,2.91553,0.0788339,0,1,1,no
LOC100289473,LOC100289473,LOC100289473,chr20:1773364-1779746,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC100289495,LOC100289495,LOC100289495,chr6:166342630-166351469,WT,DSL3,NOTEST,0.182379,0.0908935,-1.00469,0,1,1,no
LOC100289511,LOC100289511,LOC100289511,chr14:69766282-69772005,WT,DSL3,NOTEST,0,1.10284,inf,0,1,1,no
LOC100289561,LOC100289561,LOC100289561,chr7:102363860-102426682,WT,DSL3,NOTEST,2.01693,1.92138,-0.0700215,0,1,1,no
LOC100289580,LOC100289580,LOC100289580,chr16:88706482-88785220,WT,DSL3,NOTEST,0.455608,0.328133,-0.473514,0,1,1,no
LOC100289650,LOC100289650,LOC100289650,chr19:42821862-42826878,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC100289656,LOC100289656,LOC100289656,chr15_KI270905v1_alt:1064034-1065184,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC100289673,LOC100289673,LOC100289673,chr5:109883181-109885499,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC100294145,LOC100294145,LOC100294145,chr6_GL000256v2_alt:4293382-4302974,WT,DSL3,OK,5.24098,2.99319,-0.808151,-2.40105,0.0002,0.000675933,yes
LOC100294362,LOC100294362,LOC100294362,chr17:80260860-80438084,WT,DSL3,NOTEST,0.115394,0.129903,0.170864,0,1,1,no
LOC100303749,LOC100303749,LOC100303749,chr5:65926553-66081023,WT,DSL3,NOTEST,0.313267,0.0933357,-1.74689,0,1,1,no
LOC100335030,LOC100335030,LOC100335030,chr12:49366904-49527426,WT,DSL3,NOTEST,0.0480222,0.135812,1.49984,0,1,1,no
LOC100379224,LOC100379224,LOC100379224,chr19:44094328-44113183,WT,DSL3,NOTEST,0.2973,0.210805,-0.496009,0,1,1,no
LOC100419583,LOC100419583,LOC100419583,chr15_KI270849v1_alt:52356-56232,WT,DSL3,OK,3.82595,4.98964,0.383116,0.979575,0.09455,0.152237,no
LOC100420587,LOC100420587,LOC100420587,chr19:28435388-28727694,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC100421746,LOC100421746,LOC100421746,chrX:55280087-55288786,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC100422212,LOC100422212,LOC100422212,chr1:163421069-163423191,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC100422556,LOC100422556,LOC100422556,chr15:51918962-51924120,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC100422737,LOC100422737,LOC100422737,chr6:106717451-106787425,WT,DSL3,NOTEST,0.0661157,0,#NAME?,0,1,1,no
LOC100499194,LOC100499194,LOC100499194,chr2:113977668-114007310,WT,DSL3,NOTEST,0,0.197486,inf,0,1,1,no
LOC100499484,"LOC100499484,LOC100499484-C9ORF174","LOC100499484,LOC100499484-C9ORF174",chr9:97238425-97377295,WT,DSL3,NOTEST,0.457249,0.174843,-1.38692,0,1,1,no
LOC100499484-C9ORF174,LOC100499484-C9ORF174,LOC100499484-C9ORF174,chr9:97238425-97377295,WT,DSL3,NOTEST,0.0574868,0.1465,1.3496,0,1,1,no
LOC100499489,LOC100499489,LOC100499489,chr10:22435424-22437929,WT,DSL3,NOTEST,1.43021,1.41891,-0.0114443,0,1,1,no
LOC100500773,LOC100500773,LOC100500773,chr8:95946984-95948348,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC100505478,LOC100505478,LOC100505478,chr9:114666433-114682089,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC100505515,LOC100505515,LOC100505515,chr20:12865203-12952519,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC100505530,LOC100505530,LOC100505530,chr6:37507347-37536280,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC100505549,LOC100505549,LOC100505549,chr18:57630301-57803095,WT,DSL3,NOTEST,0.466043,0.228269,-1.02973,0,1,1,no
LOC100505622,LOC100505622,LOC100505622,chr19:42132628-42137099,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC100505625,LOC100505625,LOC100505625,chr5:6686324-6707711,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC100505635,LOC100505635,LOC100505635,chr6:39792382-39934551,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC100505658,LOC100505658,LOC100505658,chr5:141515020-141619055,WT,DSL3,NOTEST,0.079522,0.022799,-1.80238,0,1,1,no
LOC100505666,LOC100505666,LOC100505666,chr1:155033805-155069553,WT,DSL3,NOTEST,1.05375,1.04249,-0.0155017,0,1,1,no
LOC100505715,LOC100505715,LOC100505715,chr19:43891803-43901803,WT,DSL3,NOTEST,0.671597,0.366183,-0.875033,0,1,1,no
LOC100505716,LOC100505716,LOC100505716,chr2:27781363-28338900,WT,DSL3,NOTEST,0.155971,0.0772825,-1.01307,0,1,1,no
LOC100505736,LOC100505736,LOC100505736,chr2:27781363-28338900,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC100505782,LOC100505782,LOC100505782,chr17_GL383564v2_alt:20347-30520,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC100505795,LOC100505795,LOC100505795,chr1:164559359-164851823,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC100505817,LOC100505817,LOC100505817,chr18:73324940-73349889,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC100505841,LOC100505841,LOC100505841,chr5:122160175-122182663,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC100505878,LOC100505878,LOC100505878,chr5:86746817-86749772,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC100505887,LOC100505887,LOC100505887,chr1:6724744-6730012,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC100505912,LOC100505912,LOC100505912,chr4:22327365-22339666,WT,DSL3,NOTEST,0,0.0778242,inf,0,1,1,no
LOC100505915,LOC100505915,LOC100505915,chr16_KI270853v1_alt:284550-791405,WT,DSL3,NOTEST,0.0360165,0.0618943,0.781149,0,1,1,no
LOC100505918,LOC100505918,LOC100505918,chr1:168400187-168422656,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC100505920,LOC100505920,LOC100505920,chr3:194203015-194257772,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC100505921,LOC100505921,LOC100505921,chr7:7949838-8089079,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC100505938,LOC100505938,LOC100505938,chr7:8113184-8343281,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC100505942,LOC100505942,LOC100505942,chr16:67517705-67528745,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC100505978,LOC100505978,LOC100505978,chr12:106357657-106889316,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC100505984,LOC100505984,LOC100505984,chr2:160257718-160271895,WT,DSL3,NOTEST,0,0.55601,inf,0,1,1,no
LOC100506022,LOC100506022,LOC100506022,chr1:9425093-9428996,WT,DSL3,NOTEST,0.0533063,0.0763604,0.518519,0,1,1,no
LOC100506023,LOC100506023,LOC100506023,chr1:173235059-173477155,WT,DSL3,NOTEST,0.0593171,0.045022,-0.397817,0,1,1,no
LOC100506071,LOC100506071,LOC100506071,chr14:30874534-30890616,WT,DSL3,NOTEST,0.110798,0.178444,0.68754,0,1,1,no
LOC100506076,LOC100506076,LOC100506076,chr2:97416066-97429244,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC100506082,LOC100506082,LOC100506082,chr11:4187151-4202653,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC100506083,LOC100506083,LOC100506083,chr16:70289766-70346747,WT,DSL3,NOTEST,0.237374,0.325064,0.453559,0,1,1,no
LOC100506085,LOC100506085,LOC100506085,chr4:169917760-169975902,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC100506100,LOC100506100,LOC100506100,chr9:128724461-128771934,WT,DSL3,OK,11.8538,2.24488,-2.40064,-2.30675,0.00195,0.00522059,yes
LOC100506122,LOC100506122,LOC100506122,chr4:171040601-171059160,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC100506123,LOC100506123,LOC100506123,chr2:97416066-97429244,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC100506124,LOC100506124,LOC100506124,chr2:165857475-165871941,WT,DSL3,NOTEST,0.199172,0.471574,1.24347,0,1,1,no
LOC100506125,LOC100506125,LOC100506125,chr12:48789146-48790535,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC100506127,LOC100506127,LOC100506127,chr11:76381312-76414621,WT,DSL3,NOTEST,1.01174,0.856371,-0.240531,0,1,1,no
LOC100506136,LOC100506136,LOC100506136,chr7:96621656-96664338,WT,DSL3,NOTEST,0.112165,0.277961,1.30927,0,1,1,no
LOC100506142,LOC100506142,LOC100506142,chr2:46542727-46617112,WT,DSL3,NOTEST,0.0786141,0.361367,2.20061,0,1,1,no
LOC100506159,LOC100506159,LOC100506159,chr12:9936578-9943495,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC100506175,LOC100506175,LOC100506175,chr20:50586109-50691530,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC100506178,LOC100506178,LOC100506178,chr7:22563336-22573998,WT,DSL3,NOTEST,0.0404003,0,#NAME?,0,1,1,no
LOC100506188,LOC100506188,LOC100506188,chr6:57260523-57263346,WT,DSL3,NOTEST,0.0787767,0.0437725,-0.847745,0,1,1,no
LOC100506207,LOC100506207,LOC100506207,chr6:8435622-8785445,WT,DSL3,NOTEST,0.223257,0.793652,1.8298,0,1,1,no
LOC100506258,LOC100506258,LOC100506258,chr11:7251949-7469045,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC100506271,LOC100506271,LOC100506271,chr22:37340643-37427470,WT,DSL3,NOTEST,0.0948599,0.155207,0.710326,0,1,1,no
LOC100506272,LOC100506272,LOC100506272,chr4:187532879-187672641,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC100506274,LOC100506274,LOC100506274,chr2:7421260-7450250,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC100506281,LOC100506281,LOC100506281,chr16:75226382-75228203,WT,DSL3,NOTEST,0.161996,0.112695,-0.523536,0,1,1,no
LOC100506302,LOC100506302,LOC100506302,chr7:155641915-155644406,WT,DSL3,NOTEST,2.03431,2.17493,0.0964286,0,1,1,no
LOC100506314,LOC100506314,LOC100506314,chr12:12974864-13000309,WT,DSL3,NOTEST,0.116051,0.192839,0.732642,0,1,1,no
LOC100506321,LOC100506321,LOC100506321,chr14:64914360-65102695,WT,DSL3,NOTEST,0,0.262352,inf,0,1,1,no
LOC100506368,LOC100506368,LOC100506368,chr11:86955620-87000947,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC100506371,LOC100506371,LOC100506371,chr17_GL383563v3_alt:122755-126183,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC100506384,LOC100506384,LOC100506384,chr20:59577508-59847711,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC100506388,LOC100506388,LOC100506388,chr17_KI270907v1_alt:49795-122927,WT,DSL3,NOTEST,0.346132,0,#NAME?,0,1,1,no
LOC100506393,LOC100506393,LOC100506393,chr12:20014684-20098868,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC100506403,LOC100506403,LOC100506403,chr21:35372506-35580764,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC100506406,LOC100506406,LOC100506406,chr5:35938800-35939991,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC100506422,LOC100506422,LOC100506422,chr9:26066674-26118408,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC100506444,LOC100506444,LOC100506444,chr4:53695900-53734358,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC100506457,LOC100506457,LOC100506457,chr2:12007115-12578348,WT,DSL3,NOTEST,0,0.414333,inf,0,1,1,no
LOC100506470,LOC100506470,LOC100506470,chr20:61079063-61080179,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC100506472,LOC100506472,LOC100506472,chr22:39399753-39437128,WT,DSL3,NOTEST,0.180886,0.309542,0.775053,0,1,1,no
LOC100506474,LOC100506474,LOC100506474,chr2:12966781-13007013,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC100506476,LOC100506476,LOC100506476,chr14:73787359-73803628,WT,DSL3,NOTEST,0,0.157929,inf,0,1,1,no
LOC100506497,LOC100506497,LOC100506497,chr7:28979966-29146537,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC100506526,LOC100506526,LOC100506526,chr5:61732789-61735698,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC100506548,LOC100506548,LOC100506548,chr5:40825262-40829142,WT,DSL3,OK,5.50702,8.21443,0.57689,2.37778,5.00E-05,0.000189718,yes
LOC100506551,LOC100506551,LOC100506551,chr12:116910955-117031148,WT,DSL3,NOTEST,0.0436637,0.0753059,0.786328,0,1,1,no
LOC100506585,LOC100506585,LOC100506585,chr7:157539051-158587802,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC100506603,LOC100506603,LOC100506603,chr14:76761891-76786724,WT,DSL3,NOTEST,1.13545,0.231622,-2.29342,0,1,1,no
LOC100506606,LOC100506606,LOC100506606,chr12:29149002-29335616,WT,DSL3,NOTEST,0.184248,0.118401,-0.637975,0,1,1,no
LOC100506639,LOC100506639,LOC100506639,chr5:43014728-43093558,WT,DSL3,NOTEST,1.16972,1.53415,0.391273,0,1,1,no
LOC100506675,LOC100506675,LOC100506675,chr11:32035978-32041318,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC100506679,LOC100506679,LOC100506679,chr22:43038584-43089428,WT,DSL3,NOTEST,0.0761234,0,#NAME?,0,1,1,no
LOC100506682,LOC100506682,LOC100506682,chr7:127476882-127485804,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC100506688,LOC100506688,LOC100506688,chr5_KI270792v1_alt:5683-15847,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC100506700,LOC100506700,LOC100506700,chr14:81441986-81450157,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC100506725,LOC100506725,LOC100506725,chr7:35716436-35719712,WT,DSL3,NOTEST,0,0.112615,inf,0,1,1,no
LOC100506730,LOC100506730,LOC100506730,chr1:19293246-19295736,WT,DSL3,NOTEST,1.45989,1.09906,-0.40959,0,1,1,no
LOC100506746,LOC100506746,LOC100506746,chr4:86924893-86934850,WT,DSL3,NOTEST,0.443434,0.193771,-1.19437,0,1,1,no
LOC100506747,LOC100506747,LOC100506747,chr1:202986451-203007265,WT,DSL3,NOTEST,0.101346,0.0796389,-0.347741,0,1,1,no
LOC100506790,LOC100506790,LOC100506790,chrX:135396428-135397747,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC100506801,LOC100506801,LOC100506801,chr1:21217246-21345541,WT,DSL3,NOTEST,0.10775,0,#NAME?,0,1,1,no
LOC100506804,LOC100506804,LOC100506804,chr6:75285013-75291864,WT,DSL3,NOTEST,0.107867,0.299941,1.47542,0,1,1,no
LOC100506834,LOC100506834,LOC100506834,chr9:86948697-87002033,WT,DSL3,NOTEST,0.168948,0.114536,-0.56077,0,1,1,no
LOC100506844,LOC100506844,LOC100506844,chr12_GL383550v2_alt:165750-166448,WT,DSL3,OK,9.90469,15.4249,0.639079,1.40447,0.01575,0.0326135,yes
LOC100506858,LOC100506858,LOC100506858,chr5:2303719-2312201,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC100506860,LOC100506860,LOC100506860,chr7:130913463-130921946,WT,DSL3,NOTEST,1.32622,1.21292,-0.12883,0,1,1,no
LOC100506869,LOC100506869,LOC100506869,chr12:58565958-58812668,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC100506895,LOC100506895,LOC100506895,chr7:43112598-43563339,WT,DSL3,NOTEST,0.135828,0.0633396,-1.1006,0,1,1,no
LOC100506985,LOC100506985,LOC100506985,chr1:24539273-24556024,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC100506990,LOC100506990,LOC100506990,chr8:12437012-12665611,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC100507002,LOC100507002,LOC100507002,chr17:65100811-65111094,WT,DSL3,NOTEST,0.227326,0,#NAME?,0,1,1,no
LOC100507006,LOC100507006,LOC100507006,chr2:64228400-64252531,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC100507053,LOC100507053,LOC100507053,chr4:99088856-99301356,WT,DSL3,NOTEST,0.213093,0.229896,0.109504,0,1,1,no
LOC100507065,LOC100507065,LOC100507065,chr12:65278642-65642372,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC100507073,LOC100507073,LOC100507073,chr2:66574029-66695588,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC100507091,LOC100507091,LOC100507091,chr12:122983479-123110489,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC100507140,LOC100507140,LOC100507140,chr2:200695722-200823846,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC100507144,LOC100507144,LOC100507144,chr11:35132649-35138032,WT,DSL3,NOTEST,0.397626,0.37093,-0.100262,0,1,1,no
LOC100507156,LOC100507156,LOC100507156,chr8:23296896-23404209,WT,DSL3,NOTEST,2.76008,1.6938,-0.704445,0,1,1,no
LOC100507175,LOC100507175,LOC100507175,chr12:67520081-67567131,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC100507194,LOC100507194,LOC100507194,chr6:3182817-3195767,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC100507195,LOC100507195,LOC100507195,chr12:68431841-68451484,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC100507201,LOC100507201,LOC100507201,chr2:81461358-81466946,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC100507205,LOC100507205,LOC100507205,chr11:42187742-42253690,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC100507250,LOC100507250,LOC100507250,chr12:68674370-68686859,WT,DSL3,NOTEST,0,0.0351459,inf,0,1,1,no
LOC100507283,LOC100507283,LOC100507283,chr11:124800427-124834487,WT,DSL3,NOTEST,0.0338206,0.131456,1.95861,0,1,1,no
LOC100507291,LOC100507291,LOC100507291,chr3:139389802-139678043,WT,DSL3,NOTEST,0.625798,0.669289,0.0969308,0,1,1,no
LOC100507334,LOC100507334,LOC100507334,chr2:110245637-110266558,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC100507346,LOC100507346,LOC100507346,chr9:95442981-95516965,WT,DSL3,NOTEST,0.117669,0.079448,-0.566652,0,1,1,no
LOC100507351,LOC100507351,LOC100507351,chr17:77546940-77565021,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC100507373,LOC100507373,LOC100507373,chr19:14137151-14206185,WT,DSL3,NOTEST,0.388852,0.82148,1.079,0,1,1,no
LOC100507377,LOC100507377,LOC100507377,chr12:74133175-74292631,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC100507384,LOC100507384,LOC100507384,chr11:45722307-45724555,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC100507387,LOC100507387,LOC100507387,chr5:176119548-176125165,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC100507388,LOC100507388,LOC100507388,chr4:74933074-75050115,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC100507389,LOC100507389,LOC100507389,chr3:142926674-142942536,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC100507391,LOC100507391,LOC100507391,chr3:194708420-194782168,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC100507406,LOC100507406,LOC100507406,chr6:137730170-137739037,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC100507412,LOC100507412,LOC100507412,chrUn_GL000220v1:97128-126696,WT,DSL3,HIDATA,0,0,0,0,1,1,no
LOC100507424,LOC100507424,LOC100507424,chr12:2836815-2889525,WT,DSL3,NOTEST,0.877596,0.321703,-1.44783,0,1,1,no
LOC100507431,LOC100507431,LOC100507431,chr11:130844192-130862110,WT,DSL3,NOTEST,0.102952,0.140695,0.450603,0,1,1,no
LOC100507437,LOC100507437,LOC100507437,chr14:105417580-105419739,WT,DSL3,NOTEST,0.983847,1.08084,0.135649,0,1,1,no
LOC100507443,LOC100507443,LOC100507443,chr2:208119128-208156762,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC100507462,LOC100507462,LOC100507462,chr6:138725210-138793319,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC100507468,LOC100507468,LOC100507468,chr7:69596137-69597495,WT,DSL3,NOTEST,0.400111,0.203417,-0.97596,0,1,1,no
LOC100507472,LOC100507472,LOC100507472,chr15:101303927-101489984,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC100507477,LOC100507477,LOC100507477,chr6:139976318-140093721,WT,DSL3,NOTEST,0.341561,0,#NAME?,0,1,1,no
LOC100507487,LOC100507487,LOC100507487,chr4:128428015-128519396,WT,DSL3,NOTEST,0.0606958,0.137735,1.18222,0,1,1,no
LOC100507506,LOC100507506,LOC100507506,chr6:4136071-4157385,WT,DSL3,NOTEST,0,0.0266977,inf,0,1,1,no
LOC100507534,LOC100507534,LOC100507534,chr16:47849313-47908431,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC100507537,LOC100507537,LOC100507537,chr3:155290231-155293700,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC100507547,LOC100507547,LOC100507547,chr6_GL000256v2_alt:3469005-3494318,WT,DSL3,NOTEST,1.44278,1.74398,0.273534,0,1,1,no
LOC100507557,LOC100507557,LOC100507557,chr6:145625303-145964097,WT,DSL3,NOTEST,0.249485,0.173784,-0.521658,0,1,1,no
LOC100507564,LOC100507564,LOC100507564,chr1:53226891-53328149,WT,DSL3,NOTEST,0.225188,0.231367,0.0390532,0,1,1,no
LOC100507577,LOC100507577,LOC100507577,chr16:48355684-48385318,WT,DSL3,NOTEST,1.04231,0.744178,-0.486059,0,1,1,no
LOC100507600,LOC100507600,LOC100507600,chr2:135787844-135837180,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC100507634,LOC100507634,LOC100507634,chr1:55215407-55217455,WT,DSL3,NOTEST,0.432348,0.220016,-0.974587,0,1,1,no
LOC100507639,LOC100507639,LOC100507639,chr4:141321123-141332617,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC100507642,LOC100507642,LOC100507642,chr7_KI270899v1_alt:142038-147782,WT,DSL3,NOTEST,0,0.420473,inf,0,1,1,no
LOC100507661,LOC100507661,LOC100507661,chr3:168901944-168921993,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC100508046,LOC100508046,LOC100508046,chr14:18967433-19003752,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC100630923,LOC100630923,LOC100630923,chr7:102363860-102426682,WT,DSL3,NOTEST,0.000647454,0.710018,10.0989,0,1,1,no
LOC100631378,LOC100631378,LOC100631378,chr19:37817410-37855196,WT,DSL3,NOTEST,0.267399,0,#NAME?,0,1,1,no
LOC100652758,LOC100652758,LOC100652758,chr5:151769792-151805354,WT,DSL3,NOTEST,0.433776,0.883935,1.02699,0,1,1,no
LOC100652768,LOC100652768,LOC100652768,chr11:117179222-117204792,WT,DSL3,NOTEST,0.370408,0.14154,-1.38791,0,1,1,no
LOC100652931,LOC100652931,LOC100652931,chrY:22308858-22417881,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC100652999,LOC100652999,LOC100652999,chr12:53507855-53626415,WT,DSL3,NOTEST,0.410213,0.114925,-1.83568,0,1,1,no
LOC100653233,LOC100653233,LOC100653233,chr7:57404766-57412147,WT,DSL3,NOTEST,0,0,0,0,1,1,no
